Date,ADCT
2024-02-09,4.360000133514404
2024-02-12,4.449999809265137
2024-02-13,4.21999979019165
2024-02-14,4.860000133514404
2024-02-15,4.96999979019165
2024-02-16,5.289999961853027
2024-02-20,4.820000171661377
2024-02-21,4.690000057220459
2024-02-22,4.889999866485596
2024-02-23,4.679999828338623
2024-02-26,5.139999866485596
2024-02-27,5.010000228881836
2024-02-28,4.860000133514404
2024-02-29,4.829999923706055
2024-03-01,4.860000133514404
2024-03-04,4.630000114440918
2024-03-05,4.820000171661377
2024-03-06,5.0
2024-03-07,4.96999979019165
2024-03-08,4.5
2024-03-11,4.449999809265137
2024-03-12,4.449999809265137
2024-03-13,3.9000000953674316
2024-03-14,3.740000009536743
2024-03-15,3.7799999713897705
2024-03-18,4.409999847412109
2024-03-19,4.670000076293945
2024-03-20,4.730000019073486
2024-03-21,4.610000133514404
2024-03-22,4.539999961853027
2024-03-25,4.199999809265137
2024-03-26,4.349999904632568
2024-03-27,4.199999809265137
2024-03-28,4.489999771118164
2024-04-01,4.440000057220459
2024-04-02,4.309999942779541
2024-04-03,4.429999828338623
2024-04-04,4.710000038146973
2024-04-05,5.0
2024-04-08,5.090000152587891
2024-04-09,4.78000020980835
2024-04-10,4.710000038146973
2024-04-11,4.679999828338623
2024-04-12,4.389999866485596
2024-04-15,4.369999885559082
2024-04-16,4.440000057220459
2024-04-17,4.960000038146973
2024-04-18,4.760000228881836
2024-04-19,4.71999979019165
2024-04-22,4.679999828338623
2024-04-23,4.96999979019165
2024-04-24,4.78000020980835
2024-04-25,4.440000057220459
2024-04-26,4.340000152587891
2024-04-29,4.5
2024-04-30,4.409999847412109
2024-05-01,4.710000038146973
2024-05-02,4.730000019073486
2024-05-03,4.900000095367432
2024-05-06,4.449999809265137
2024-05-07,4.829999923706055
2024-05-08,4.409999847412109
2024-05-09,4.570000171661377
2024-05-10,4.300000190734863
2024-05-13,4.190000057220459
2024-05-14,4.039999961853027
2024-05-15,4.130000114440918
2024-05-16,4.090000152587891
2024-05-17,4.099999904632568
2024-05-20,4.110000133514404
2024-05-21,3.7300000190734863
2024-05-22,3.6700000762939453
2024-05-23,3.640000104904175
2024-05-24,3.680000066757202
2024-05-28,3.569999933242798
2024-05-29,3.3299999237060547
2024-05-30,3.440000057220459
2024-05-31,3.430000066757202
2024-06-03,3.309999942779541
2024-06-04,3.5
2024-06-05,3.5399999618530273
2024-06-06,3.4800000190734863
2024-06-07,3.4200000762939453
2024-06-10,3.640000104904175
2024-06-11,3.140000104904175
2024-06-12,3.1600000858306885
2024-06-13,3.1600000858306885
2024-06-14,3.299999952316284
2024-06-17,2.819999933242798
2024-06-18,2.7200000286102295
2024-06-20,2.690000057220459
2024-06-21,2.6500000953674316
2024-06-24,2.690000057220459
2024-06-25,2.549999952316284
2024-06-26,2.690000057220459
2024-06-27,2.809999942779541
2024-06-28,3.1600000858306885
2024-07-01,3.680000066757202
2024-07-02,3.4800000190734863
2024-07-03,3.059999942779541
2024-07-05,3.259999990463257
2024-07-08,3.059999942779541
2024-07-09,3.180000066757202
2024-07-10,3.1500000953674316
2024-07-11,3.7899999618530273
2024-07-12,3.819999933242798
2024-07-15,4.010000228881836
2024-07-16,4.010000228881836
2024-07-17,3.7799999713897705
2024-07-18,3.6700000762939453
2024-07-19,3.440000057220459
2024-07-22,3.640000104904175
2024-07-23,3.859999895095825
2024-07-24,3.7300000190734863
2024-07-25,3.819999933242798
2024-07-26,3.630000114440918
2024-07-29,3.440000057220459
2024-07-30,3.4700000286102295
2024-07-31,3.319999933242798
2024-08-01,3.059999942779541
2024-08-02,2.880000114440918
2024-08-05,2.869999885559082
2024-08-06,2.9200000762939453
2024-08-07,2.740000009536743
2024-08-08,2.809999942779541
2024-08-09,2.6600000858306885
2024-08-12,2.5899999141693115
2024-08-13,2.8399999141693115
2024-08-14,2.8499999046325684
2024-08-15,2.930000066757202
2024-08-16,2.7899999618530273
2024-08-19,2.930000066757202
2024-08-20,2.8499999046325684
2024-08-21,2.940000057220459
2024-08-22,2.819999933242798
2024-08-23,3.069999933242798
2024-08-26,3.259999990463257
2024-08-27,3.059999942779541
2024-08-28,2.930000066757202
2024-08-29,2.869999885559082
2024-08-30,2.9000000953674316
2024-09-03,2.7300000190734863
2024-09-04,2.7799999713897705
2024-09-05,2.8299999237060547
2024-09-06,2.700000047683716
2024-09-09,2.75
2024-09-10,2.930000066757202
2024-09-11,2.940000057220459
2024-09-12,2.940000057220459
2024-09-13,3.0999999046325684
2024-09-16,3.0799999237060547
2024-09-17,3.119999885559082
2024-09-18,3.0999999046325684
2024-09-19,3.2100000381469727
2024-09-20,3.3299999237060547
2024-09-23,3.0799999237060547
2024-09-24,3.049999952316284
2024-09-25,3.059999942779541
2024-09-26,3.0
2024-09-27,3.0799999237060547
2024-09-30,3.1500000953674316
2024-10-01,3.119999885559082
2024-10-02,3.0399999618530273
2024-10-03,3.049999952316284
2024-10-04,3.2899999618530273
2024-10-07,3.3299999237060547
2024-10-08,3.069999933242798
2024-10-09,2.869999885559082
2024-10-10,2.740000009536743
2024-10-11,3.0799999237060547
2024-10-14,3.059999942779541
2024-10-15,3.009999990463257
2024-10-16,3.2200000286102295
2024-10-17,3.140000104904175
2024-10-18,3.119999885559082
2024-10-21,3.119999885559082
2024-10-22,3.190000057220459
2024-10-23,2.9800000190734863
2024-10-24,2.890000104904175
2024-10-25,2.950000047683716
2024-10-28,3.059999942779541
2024-10-29,3.009999990463257
2024-10-30,2.950000047683716
2024-10-31,2.819999933242798
2024-11-01,2.950000047683716
2024-11-04,3.0199999809265137
2024-11-05,3.049999952316284
2024-11-06,3.200000047683716
2024-11-07,2.930000066757202
2024-11-08,2.930000066757202
2024-11-11,2.9800000190734863
2024-11-12,2.930000066757202
2024-11-13,2.819999933242798
2024-11-14,2.6500000953674316
2024-11-15,2.390000104904175
2024-11-18,2.140000104904175
2024-11-19,2.059999942779541
2024-11-20,1.9800000190734863
2024-11-21,1.940000057220459
2024-11-22,1.9900000095367432
2024-11-25,2.0299999713897705
2024-11-26,2.2200000286102295
2024-11-27,2.259999990463257
2024-11-29,2.4200000762939453
2024-12-02,2.319999933242798
2024-12-03,2.069999933242798
2024-12-04,2.069999933242798
2024-12-05,1.9199999570846558
2024-12-06,3.130000114440918
2024-12-09,3.2100000381469727
2024-12-10,3.4800000190734863
2024-12-11,2.2200000286102295
2024-12-12,1.9800000190734863
2024-12-13,1.8899999856948853
2024-12-16,2.0
2024-12-17,2.130000114440918
2024-12-18,1.909999966621399
2024-12-19,2.119999885559082
2024-12-20,1.9600000381469727
2024-12-23,1.9900000095367432
2024-12-24,2.0299999713897705
2024-12-26,2.119999885559082
2024-12-27,2.0299999713897705
2024-12-30,1.899999976158142
2024-12-31,1.9900000095367432
2025-01-02,2.0
2025-01-03,2.0199999809265137
2025-01-06,1.940000057220459
2025-01-07,2.0
2025-01-08,1.9199999570846558
2025-01-10,1.8799999952316284
2025-01-13,1.7200000286102295
2025-01-14,1.7100000381469727
2025-01-15,1.7799999713897705
2025-01-16,1.75
2025-01-17,1.8300000429153442
2025-01-21,1.7599999904632568
2025-01-22,1.7000000476837158
2025-01-23,1.7599999904632568
2025-01-24,1.7699999809265137
2025-01-27,1.6799999475479126
2025-01-28,1.7200000286102295
2025-01-29,1.649999976158142
2025-01-30,1.7200000286102295
2025-01-31,1.6799999475479126
2025-02-03,1.5800000429153442
2025-02-04,1.649999976158142
2025-02-05,1.7400000095367432
2025-02-06,1.6200000047683716
2025-02-07,1.5099999904632568
2025-02-10,1.4700000286102295
2025-02-11,1.3899999856948853
2025-02-12,1.4800000190734863
2025-02-13,1.6100000143051147
2025-02-14,1.600000023841858
2025-02-18,1.6799999475479126
2025-02-19,1.6699999570846558
2025-02-20,1.6699999570846558
2025-02-21,1.6299999952316284
2025-02-24,1.600000023841858
2025-02-25,1.559999942779541
2025-02-26,1.6200000047683716
2025-02-27,1.5800000429153442
2025-02-28,1.7599999904632568
2025-03-03,1.590000033378601
2025-03-04,1.7899999618530273
2025-03-05,1.690000057220459
2025-03-06,1.75
2025-03-07,1.840000033378601
2025-03-10,1.7300000190734863
2025-03-11,1.7200000286102295
2025-03-12,1.850000023841858
2025-03-13,1.7699999809265137
2025-03-14,1.850000023841858
2025-03-17,1.7899999618530273
2025-03-18,1.7699999809265137
2025-03-19,1.8200000524520874
2025-03-20,1.7000000476837158
2025-03-21,1.6100000143051147
2025-03-24,1.649999976158142
2025-03-25,1.6200000047683716
2025-03-26,1.5800000429153442
2025-03-27,1.5199999809265137
2025-03-28,1.4900000095367432
2025-03-31,1.409999966621399
2025-04-01,1.350000023841858
2025-04-02,1.3300000429153442
2025-04-03,1.2300000190734863
2025-04-04,1.1799999475479126
2025-04-07,1.1699999570846558
2025-04-08,1.100000023841858
2025-04-09,1.2100000381469727
2025-04-10,1.1200000047683716
2025-04-11,1.2200000286102295
2025-04-14,1.2100000381469727
2025-04-15,1.2100000381469727
2025-04-16,1.159999966621399
2025-04-17,1.2100000381469727
2025-04-21,1.2300000190734863
2025-04-22,1.2300000190734863
2025-04-23,1.2899999618530273
2025-04-24,1.3600000143051147
2025-04-25,1.3300000429153442
2025-04-28,1.4600000381469727
2025-04-29,1.4199999570846558
2025-04-30,1.4299999475479126
2025-05-01,1.4299999475479126
2025-05-02,1.440000057220459
2025-05-05,1.4199999570846558
2025-05-06,1.2899999618530273
2025-05-07,1.2699999809265137
2025-05-08,1.2799999713897705
2025-05-09,1.2699999809265137
2025-05-12,1.340000033378601
2025-05-13,1.3200000524520874
2025-05-14,1.809999942779541
2025-05-15,1.690000057220459
2025-05-16,1.8899999856948853
2025-05-19,2.3399999141693115
2025-05-20,2.1500000953674316
2025-05-21,1.9700000286102295
2025-05-22,2.2300000190734863
2025-05-23,2.430000066757202
2025-05-27,2.5
2025-05-28,2.6500000953674316
2025-05-29,2.7699999809265137
2025-05-30,3.0899999141693115
2025-06-02,3.509999990463257
2025-06-03,3.5899999141693115
2025-06-04,3.3399999141693115
2025-06-05,3.440000057220459
2025-06-06,3.6700000762939453
2025-06-09,3.569999933242798
2025-06-10,3.6700000762939453
2025-06-11,3.5299999713897705
2025-06-12,3.6700000762939453
2025-06-13,3.5799999237060547
2025-06-16,3.380000114440918
2025-06-17,3.259999990463257
2025-06-18,3.0299999713897705
2025-06-20,2.7699999809265137
2025-06-23,2.680000066757202
2025-06-24,2.8499999046325684
2025-06-25,2.759999990463257
2025-06-26,2.700000047683716
2025-06-27,2.7100000381469727
2025-06-30,2.680000066757202
2025-07-01,2.6700000762939453
2025-07-02,2.799999952316284
2025-07-03,2.8499999046325684
2025-07-07,2.700000047683716
2025-07-08,2.869999885559082
2025-07-09,3.1500000953674316
2025-07-10,3.299999952316284
2025-07-11,3.1500000953674316
2025-07-14,3.3499999046325684
2025-07-15,3.25
2025-07-16,3.0399999618530273
2025-07-17,3.109999895095825
2025-07-18,3.0299999713897705
2025-07-21,3.140000104904175
2025-07-22,3.049999952316284
2025-07-23,3.200000047683716
2025-07-24,3.2300000190734863
2025-07-25,3.2799999713897705
2025-07-28,3.119999885559082
2025-07-29,2.890000104904175
2025-07-30,2.940000057220459
2025-07-31,2.7699999809265137
2025-08-01,2.690000057220459
2025-08-04,2.7300000190734863
2025-08-05,2.759999990463257
2025-08-06,2.640000104904175
2025-08-07,2.640000104904175
2025-08-08,2.680000066757202
2025-08-11,2.680000066757202
2025-08-12,2.940000057220459
2025-08-13,3.0899999141693115
2025-08-14,3.190000057220459
2025-08-15,3.130000114440918
2025-08-18,3.240000009536743
2025-08-19,3.109999895095825
2025-08-20,3.109999895095825
2025-08-21,3.0999999046325684
2025-08-22,3.180000066757202
2025-08-25,3.0899999141693115
2025-08-26,3.1700000762939453
2025-08-27,3.2200000286102295
2025-08-28,3.25
2025-08-29,3.069999933242798
2025-09-02,3.0999999046325684
2025-09-03,3.2899999618530273
2025-09-04,3.4000000953674316
2025-09-05,3.5399999618530273
2025-09-08,3.5199999809265137
2025-09-09,3.319999933242798
2025-09-10,3.2300000190734863
2025-09-11,3.3299999237060547
2025-09-12,3.309999942779541
2025-09-15,3.200000047683716
2025-09-16,3.309999942779541
2025-09-17,3.25
2025-09-18,3.390000104904175
2025-09-19,3.4200000762939453
